auto_id,image_id,session_id,filepath,i_date,i_gpsIndicator,i_latitude,i_longitude,temperature,colour,accel_x,accel_y,accel_z,magnet_x,magnet_y,magnet_z,pir,eImgsizes,eImgTypes,eAlt,eSpeed,eHorzErr,eVertErr,eExposure,eGain,eRBal,eGBal,eBBal,eXOr,eYOr,eZOr,eLinkID,eRed,eGreen,eBlue,eLum,eCamID,eExifOr,eBlur,eBlur2,eAvgLuminance
5138,b00000825_21i4tk_20150326_083010,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000825_21i4tk_20150326_083010e.jpg,2015-03-26T08:30:10,2,37.50929,-121.79929,13.7,0,-0.146,-1.397,-0.025,-0.149,0.637,-0.77,1,4014,2,274.2,1.1,9.86,2.3,5,4.75,2.063,1,1.165,89.814,-90.13,349.28,45E7BB5E-5CDA-4F5B-A4B7-A2171A7D1325,12686,18903,18513,45737,123458024,<null>,0,0,0
5159,b00000826_21i4tk_20150326_083034,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000826_21i4tk_20150326_083034e.jpg,2015-03-26T08:30:35,2,37.50905,-121.79946,13.7,0,-0.004,-0.84,0.098,-0.045,0.636,-0.737,1,4014,2,272.5,0.8,8.36,2.25,5,4.75,2,1,1.29,91.196,-90.9,356.11,1E58E3A5-06A0-44E2-A3BB-B2B0AA72B583,10207,11100,10030,24740,123458024,<null>,0,0,0
5153,b00000827_21i4tk_20150326_083059,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000827_21i4tk_20150326_083059e.jpg,2015-03-26T08:30:59,2,37.50877,-121.79954,12.8,0,-0.048,-0.77,0.025,0.018,0.631,-0.693,1,4014,2,268.6,1,8.79,2.32,5,1.94,1.656,1,1.29,88.706,-91.14,336.74,F96AF4A8-B214-4EFE-8791-00C2EEF19077,18385,25363,23390,57311,123458024,<null>,0,0,0
5136,b00000828_21i4tk_20150326_083125,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000828_21i4tk_20150326_083125e.jpg,2015-03-26T08:31:25,2,37.5084,-121.79958,12.8,0,0.064,-1.295,-0.015,-0.278,0.633,-0.743,1,4014,2,265.4,1.4,8.03,2.36,5,3,1.75,1,1.29,89.785,-90.45,341.53,B1719099-B22B-4BAD-BF2C-9356429C4A0F,17631,25419,22930,58580,123458024,<null>,0,0,0
5142,b00000829_21i4tk_20150326_083149,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000829_21i4tk_20150326_083149e.jpg,2015-03-26T08:31:50,2,37.50812,-121.79958,8.7,0,0.046,-0.557,0.172,-0.184,0.628,-0.78,1,4014,2,260.1,1.3,7.98,2.37,5,2.63,1.813,1,1.29,88.599,-92.13,342.98,924EC04C-CFBD-4F0C-8461-62BD26F908FC,15637,21877,20032,49196,123458024,<null>,0,0,0
5162,b00000830_21i4tk_20150326_083214,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000830_21i4tk_20150326_083214e.jpg,2015-03-26T08:32:15,2,37.50781,-121.79964,8.7,0,0.089,-0.954,0.18,-0.221,0.645,-0.735,1,4014,2,258,1.5,7.68,2.34,5,4.5,1.813,1,1.29,86.067,-93.7,339.06,7173C561-E11E-447C-86DF-FB926392EACC,11455,17061,15997,40493,123458024,<null>,0,0,0
5156,b00000831_21i4tk_20150326_083239,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000831_21i4tk_20150326_083239e.jpg,2015-03-26T08:32:40,2,37.50753,-121.79973,8.7,0,0.089,-1.587,0.016,-0.146,0.639,-0.757,1,4014,2,257.1,0.9,7.87,2.36,5,2.88,1.844,1,1.146,88.23,-92.49,340.3,A36B2290-374A-481D-AB58-AC98811FFCD3,12087,17820,17256,42520,123458024,<null>,0,0,0
5140,b00000832_21i4tk_20150326_083304,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000832_21i4tk_20150326_083304e.jpg,2015-03-26T08:33:05,2,37.50723,-121.79973,8.7,0,-0.024,-0.708,0.061,-0.218,0.655,-0.718,1,4014,2,255.9,1.2,11.88,2.49,5,4.75,1.844,1,1.146,90.562,-91.39,339.88,24EABE4D-ABB2-4FDF-B570-09389854FB49,8153,10734,9627,24052,123458024,<null>,0,0,0
5146,b00000833_21i4tk_20150326_083328,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000833_21i4tk_20150326_083328e.jpg,2015-03-26T08:33:29,2,37.50701,-121.79995,8.7,0,-0.2,-1.224,-0.136,0.043,0.658,-0.592,1,4014,2,247.7,1.5,8.86,2.31,2,1.25,1.844,1,1.114,93.67,-91.33,6.4406,C70DAFC8-5070-4C4B-BB7D-4F05CF89BE7B,33461,42972,37983,65535,123458024,<null>,0,0,0
5166,b00000834_21i4tk_20150326_083352,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000834_21i4tk_20150326_083352e.jpg,2015-03-26T08:33:53,2,37.50692,-121.80029,11,0,0.078,-0.63,0.2,0.024,0.607,-0.752,1,4014,2,242,1.3,6.14,2.11,3,1.25,1.844,1,1.083,90.344,-92.74,353.11,DD0101D5-2A12-4BFD-A119-DA8142133E9F,27819,36184,32664,65535,123458024,<null>,0,0,0
5160,b00000835_21i4tk_20150326_083417,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000835_21i4tk_20150326_083417e.jpg,2015-03-26T08:34:18,2,37.50678,-121.80058,11,0,-0.38,-1.407,-0.09,0.019,0.621,-0.722,1,4014,2,239.2,0.9,9.22,2.22,5,1.25,1.844,1,1.302,89.564,-92.64,359.91,720E681A-5829-4947-A0C0-9D53DE7E6168,19571,25379,24008,59190,123458024,<null>,0,0,0
5144,b00000836_21i4tk_20150326_083443,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000836_21i4tk_20150326_083443e.jpg,2015-03-26T08:34:44,2,37.50652,-121.80078,11,0,0.075,-1.247,0.158,-0.26,0.654,-0.722,1,4014,2,238.5,1,9.66,2.48,5,1.31,1.719,1,1.364,92.823,-93.95,329.11,4D9072F0-F695-4BA7-A5ED-07B1D0F2AC56,18862,24412,21437,54667,123458024,<null>,0,0,0
5150,b00000837_21i4tk_20150326_083507,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000837_21i4tk_20150326_083507e.jpg,2015-03-26T08:35:07,2,37.50641,-121.80048,11,0,-0.301,-0.846,-0.143,-0.354,0.663,-0.47,1,4014,2,236,1.6,11.02,2.41,2,1.25,1.594,1,1.239,90.524,-91.31,321.4,06ED9FEF-C6C2-4099-87B3-0F98109D8236,65535,65535,65535,65535,123458024,<null>,0,0,0
5170,b00000838_21i4tk_20150326_083530,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000838_21i4tk_20150326_083530e.jpg,2015-03-26T08:35:30,2,37.50632,-121.80014,17,0,-0.025,-1.332,0.049,-0.384,0.639,-0.603,1,4014,2,233.1,1.3,9.48,2.4,3,1.25,1.594,1,1.208,88.791,-90.7,321.97,5A697D60-008C-4FE6-9345-21FC88E00344,65535,65535,65535,65535,123458024,<null>,0,0,0
5164,b00000839_21i4tk_20150326_083555,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000839_21i4tk_20150326_083555e.jpg,2015-03-26T08:35:56,2,37.50614,-121.79988,17,0,0.502,-1.629,0.005,-0.363,0.646,-0.628,1,4014,2,229.4,1.4,8.48,2.32,2,1.25,1.594,1,1.208,88.298,-91,324.68,22C642A4-E674-441E-B635-ED98B81E5884,65535,65535,65535,65535,123458024,<null>,0,0,0
5148,b00000840_21i4tk_20150326_083619,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000840_21i4tk_20150326_083619e.jpg,2015-03-26T08:36:20,2,37.50589,-121.79968,23.9,0,0.127,-1.234,-0.056,-0.37,0.64,-0.617,1,4014,2,228.3,1.6,11.14,2.52,4,1.25,1.781,1,1.114,89.047,-90.42,355.17,C9825520-B0FB-49E7-A0C2-EB878B4F600E,21011,25166,19712,53251,123458024,<null>,0,0,0
5154,b00000841_21i4tk_20150326_083643,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000841_21i4tk_20150326_083643e.jpg,2015-03-26T08:36:44,2,37.50601,-121.80003,23.9,0,-0.26,-0.966,-0.03,0.133,0.615,-0.497,1,4014,2,212.8,1,12.13,1.98,2,1.25,1.75,1,1.208,89.212,-90.09,12.828,B6E87746-089F-4A63-AFDD-0CF43B445F95,31754,35716,26581,65535,123458024,<null>,0,0,0
5174,b00000842_21i4tk_20150326_083708,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000842_21i4tk_20150326_083708e.jpg,2015-03-26T08:37:09,2,37.506,-121.80046,23.9,0,0.201,-1.093,0.07,0.072,0.637,-0.582,1,4014,2,214.3,1.8,9.65,2.08,5,1.63,1.781,1,1.333,90.526,-91.82,3.0843,6579B90C-4478-4A04-BE4F-EC76AB6C922E,19315,23812,20554,53227,123458024,<null>,0,0,0
5169,b00000843_21i4tk_20150326_083732,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000843_21i4tk_20150326_083732e.jpg,2015-03-26T08:37:33,2,37.50606,-121.80078,23.9,0,0.125,-0.521,0.079,0.054,0.642,-0.592,1,4014,2,211.5,0.8,9.37,2.12,4,1.25,1.781,1,1.333,89.082,-91.89,12.489,C5101ADB-BAC1-47FB-B16A-41F737C62142,20883,25127,20238,54060,123458024,<null>,0,0,0
5152,b00000844_21i4tk_20150326_083758,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000844_21i4tk_20150326_083758e.jpg,2015-03-26T08:37:59,2,37.50606,-121.80128,23.9,0,-0.171,-0.76,0,0.081,0.636,-0.547,1,4014,2,210.1,0.8,13.68,2.24,5,1.56,1.813,1,1.333,88.249,-89.95,9.0924,A8449703-61C5-4CE2-A60E-119CB5307019,16382,19795,15802,41329,123458024,<null>,0,0,0
5158,b00000845_21i4tk_20150326_083822,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000845_21i4tk_20150326_083822e.jpg,2015-03-26T08:38:23,2,37.50605,-121.80161,23.9,0,-0.155,-1.509,-0.138,0.087,0.599,-0.555,1,4014,2,207.5,1.3,11.59,2.24,4,1.25,1.813,1,1.208,90.393,-91.67,4.4033,15F34269-78B7-4F0B-9AE8-015BFCAAE2BC,18994,22425,18387,49762,123458024,<null>,0,0,0
5178,b00000846_21i4tk_20150326_083846,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000846_21i4tk_20150326_083846e.jpg,2015-03-26T08:38:47,2,37.50603,-121.80199,11.9,0,0.023,-1.613,-0.148,0.06,0.634,-0.583,1,4014,2,204.7,1,14.51,2.22,3,1.25,1.813,1,1.208,89.254,-91.87,13.215,283E5104-C377-4BE7-A493-BE72799DA564,24279,32309,27684,65535,123458024,<null>,0,0,0
5172,b00000847_21i4tk_20150326_083911,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000847_21i4tk_20150326_083911e.jpg,2015-03-26T08:39:12,2,37.50632,-121.80216,11.9,0,-0.079,-0.793,0.016,0.116,0.634,-0.435,1,4014,2,199.2,1,18.92,1.86,5,3,1.906,1,1.12,88.336,-90.29,10.64,08D9FC12-0049-4A5C-AB6C-5581FA01D3E0,19463,28906,26305,65535,123458024,<null>,0,0,0
5157,b00000848_21i4tk_20150326_083936,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000848_21i4tk_20150326_083936e.jpg,2015-03-26T08:39:36,2,37.50651,-121.80248,9,0,0.046,-1.324,0.299,0.093,0.643,-0.418,1,4014,2,196.7,1.4,10.89,1.87,5,4.75,1.906,1,1.183,89.075,-91.17,10.668,58F27631-42EE-41B4-BA5D-C73E112CFADD,7867,11270,11034,26724,123458024,<null>,0,0,0
5163,b00000849_21i4tk_20150326_084000,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000849_21i4tk_20150326_084000e.jpg,2015-03-26T08:40:01,2,37.50673,-121.80271,9,0,0.019,-0.967,0.112,0.09,0.643,-0.36,1,4014,2,189.9,1.6,19.06,1.96,5,10.5,1.906,1,1.214,91.494,-91.52,6.6267,99F47A88-5BCC-4A64-8764-19CF385A0BD5,3387,4865,4525,11289,123458024,<null>,0,0,0
5181,b00000850_21i4tk_20150326_084025,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000850_21i4tk_20150326_084025e.jpg,2015-03-26T08:40:26,2,37.5069,-121.80299,9,0,0.026,-0.487,-0.016,0.018,0.658,-0.315,1,4014,2,191.6,1,19.11,2.17,5,7.5,1.906,1,1.214,89.225,-90.71,5.8493,D6E31573-6A67-46B8-8C33-614B0FC14AFB,7794,9777,7813,20137,123458024,<null>,0,0,0
5176,b00000851_21i4tk_20150326_084050,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000851_21i4tk_20150326_084050e.jpg,2015-03-26T08:40:50,2,37.50724,-121.80325,10,0,0.265,-1.668,-0.013,0.016,0.655,-0.297,1,4014,2,182.7,1.5,10.37,1.86,5,4.25,1.906,1,1.183,91.197,-89.92,11.784,ACDF22E7-187F-4285-8782-D9BAFF096090,9703,13782,13017,31150,123458024,<null>,0,0,0
5161,b00000852_21i4tk_20150326_084114,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000852_21i4tk_20150326_084114e.jpg,2015-03-26T08:41:15,2,37.50747,-121.8035,10,0,-0.06,-0.59,0.062,0.101,0.636,-0.355,1,4014,2,179.3,1.3,16.1,1.93,5,3.63,1.906,1,1.183,95.906,-91.89,8.0675,24BF7F9E-17F3-4932-8515-3F1FCABD340F,7416,8294,6652,17330,123458024,<null>,0,0,0
5167,b00000853_21i4tk_20150326_084139,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000853_21i4tk_20150326_084139e.jpg,2015-03-26T08:41:39,2,37.50762,-121.80383,10,0,-0.094,-0.744,-0.004,0.081,0.637,-0.35,1,4014,2,178.4,1.6,12.51,1.83,5,2.63,1.906,1,1.276,92.639,-91.11,5.7196,2FAB4FE6-18C0-4340-910C-028BAFD2C46E,13849,16032,11595,33195,123458024,<null>,0,0,0
5185,b00000854_21i4tk_20150326_084206,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000854_21i4tk_20150326_084206e.jpg,2015-03-26T08:42:07,2,37.50752,-121.80421,8.6,0,-0.011,-0.679,0.121,0.073,0.643,-0.588,1,4014,2,178.2,1.5,11.85,1.98,4,1.25,1.813,1,1.151,92.199,-91.83,1.7514,D22E7CD6-CCF0-4332-91EC-00D48A4AB9FA,21464,27428,23854,63602,123458024,<null>,0,0,0
5179,b00000855_21i4tk_20150326_084231,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000855_21i4tk_20150326_084231e.jpg,2015-03-26T08:42:31,2,37.50749,-121.80463,8.6,0,-0.367,-1.162,0.023,0.112,0.618,-0.617,1,4014,2,174.2,0.8,11.16,1.95,3,1.25,1.813,1,1.058,90.168,-91.88,5.499,4255C314-EE74-4B3C-87CD-C48E53F60D82,29538,37724,32590,65535,123458024,<null>,0,0,0
5165,b00000856_21i4tk_20150326_084254,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000856_21i4tk_20150326_084254e.jpg,2015-03-26T08:42:54,2,37.50749,-121.80503,8.6,0,-0.293,-1.287,-0.14,0.122,0.633,-0.51,1,4014,2,174.7,1.2,10.45,1.83,2,1.25,1.75,1,1.183,92.205,-91.49,1.6063,C339A380-B664-4852-A369-36FBAC7A7FBF,44695,48919,35928,65535,123458024,<null>,0,0,0
5171,b00000857_21i4tk_20150326_084319,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000857_21i4tk_20150326_084319e.jpg,2015-03-26T08:43:20,2,37.50748,-121.80538,8.6,0,-0.223,-1.196,0.023,0.125,0.628,-0.535,1,4014,2,174.4,1.6,12.5,1.83,2,1.25,1.719,1,1.245,94.366,-90.14,6.8969,ED7CC43B-9216-467B-B4BB-E296C16A72A7,38268,42350,32529,65535,123458024,<null>,0,0,0
5189,b00000858_21i4tk_20150326_084343,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000858_21i4tk_20150326_084343e.jpg,2015-03-26T08:43:43,2,37.50744,-121.80578,8.6,0,-0.071,-0.882,-0.021,0.107,0.637,-0.543,1,4014,2,174.2,1.2,12.3,1.96,2,1.25,1.719,1,1.276,94.912,-91.19,3.174,5D4C982B-B62B-49E9-9406-5F6BE2681CAD,42227,45205,32342,65535,123458024,<null>,0,0,0
5183,b00000859_21i4tk_20150326_084407,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000859_21i4tk_20150326_084407e.jpg,2015-03-26T08:44:07,2,37.50739,-121.80616,8.6,0,-0.028,-0.575,0.151,0.063,0.655,-0.543,1,4014,2,175,0.9,7.66,2,2,1.25,1.719,1,1.37,92.008,-91.99,4.4229,75B4A3BA-F8DD-49B4-B97B-C435C057E126,26160,29720,21443,58042,123458024,<null>,0,0,0
5168,b00000860_21i4tk_20150326_084431,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000860_21i4tk_20150326_084431e.jpg,2015-03-26T08:44:32,2,37.50744,-121.80653,13.6,0,0.128,-1.162,0.037,0.052,0.663,-0.533,1,4014,2,171.5,1.5,13.45,2.04,2,1.25,1.75,1,1.151,92.288,-89.32,14.303,B46E963D-5734-4B09-BF55-FD13E9AE7886,28205,34318,28311,65535,123458024,<null>,0,0,0
5175,b00000861_21i4tk_20150326_084455,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000861_21i4tk_20150326_084455e.jpg,2015-03-26T08:44:55,2,37.5075,-121.80694,13.6,0,-0.057,-0.729,0.028,0.079,0.648,-0.518,1,4014,2,172,1.6,7.29,1.86,3,1.25,1.844,1,1.058,89.24,-90.82,16.31,03A13670-016B-40C0-AA0D-77EFA68BB26A,23051,30357,25009,65412,123458024,<null>,0,0,0
5193,b00000862_21i4tk_20150326_084520,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000862_21i4tk_20150326_084520e.jpg,2015-03-26T08:45:21,2,37.50759,-121.80733,13.6,0,-0.061,-0.616,0.151,0.119,0.63,-0.508,1,4014,2,172.2,1.6,13.41,1.91,2,1.25,1.719,1,1.401,89.742,-91.76,14.35,0684E1A9-FCD2-4719-9DCC-3A8B4776FA0D,25465,28744,19814,56539,123458024,<null>,0,0,0
5187,b00000863_21i4tk_20150326_084544,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000863_21i4tk_20150326_084544e.jpg,2015-03-26T08:45:44,2,37.50757,-121.80773,13.6,0,0.101,-1.319,0.085,0.042,0.654,-0.607,1,4014,2,173,1.2,9.18,1.94,3,1.25,1.719,1,1.339,91.346,-93.15,3.0673,F5EF8BC5-40AB-4D97-8D83-1167B58ACB7E,28396,30503,22228,62096,123458024,<null>,0,0,0
5173,b00000864_21i4tk_20150326_084607,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000864_21i4tk_20150326_084607e.jpg,2015-03-26T08:46:07,2,37.50748,-121.80804,13.6,0,0.126,-1.19,0.034,0.048,0.652,-0.615,1,4014,2,174,1.4,8.09,2,3,1.25,1.688,1,1.37,92.689,-91.86,1.9456,9A88356D-4BDE-4BE3-B013-4F679EF5E3E8,29958,29911,20200,64648,123458024,<null>,0,0,0
5180,b00000865_21i4tk_20150326_084630,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000865_21i4tk_20150326_084630e.jpg,2015-03-26T08:46:30,2,37.50729,-121.80833,13.6,0,0.16,-1.521,-0.197,-0.051,0.658,-0.687,1,4014,2,175.1,1.7,8.81,2.14,2,1.25,1.656,1,1.37,92.345,-91.14,357.41,9BD64949-9DD1-4B4B-80FC-1A24F9192DC6,26570,27505,18525,54205,123458024,<null>,0,0,0
5197,b00000866_21i4tk_20150326_084653,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000866_21i4tk_20150326_084653e.jpg,2015-03-26T08:46:54,2,37.50708,-121.80859,13.6,0,-0.096,-1.199,-0.19,-0.037,0.642,-0.703,1,4014,2,176.3,1.8,10.7,2.24,4,1.25,1.719,1,1.245,92.262,-91.68,354.64,418D0720-2DC2-4C30-B99A-E6097D1F8AE9,18252,20790,15689,42386,123458024,<null>,0,0,0
5191,b00000867_21i4tk_20150326_084717,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000867_21i4tk_20150326_084717e.jpg,2015-03-26T08:47:17,2,37.50698,-121.80898,13.6,0,-0.094,-0.652,0.131,0.088,0.624,-0.637,1,4014,2,176.2,1.4,10.44,2.13,5,1.25,1.719,1,1.245,92.174,-92.59,2.9125,63D7E8E2-D024-46FE-B48B-AEA5E9842D9F,19526,21902,16675,46421,123458024,<null>,0,0,0
5177,b00000868_21i4tk_20150326_084740,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000868_21i4tk_20150326_084740e.jpg,2015-03-26T08:47:40,2,37.50702,-121.80934,13.6,0,-0.057,-0.56,0.063,0.054,0.651,-0.58,1,4014,2,176.8,0.8,11.89,2.05,4,1.25,1.719,1,1.245,91.931,-92.64,5.9342,F4291455-931F-4FA2-8569-5A423DE9440F,21901,25632,19202,54874,123458024,<null>,0,0,0
5184,b00000869_21i4tk_20150326_084803,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000869_21i4tk_20150326_084803e.jpg,2015-03-26T08:48:04,2,37.50708,-121.80973,13.6,0,0.047,-0.876,0.024,0.112,0.624,-0.588,1,4014,2,176.8,1.3,7.28,1.97,2,1.25,1.813,1,1.058,88.999,-93.06,6.7125,7AE52ACF-1432-4FE7-B146-9C353951D59F,26104,34248,27990,65535,123458024,<null>,0,0,0
5201,b00000870_21i4tk_20150326_084827,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000870_21i4tk_20150326_084827e.jpg,2015-03-26T08:48:28,2,37.50713,-121.81013,13.6,0,0.125,-0.678,0.059,0.121,0.624,-0.52,1,4014,2,174.8,2.3,11.89,1.86,2,1.25,1.75,1,1.183,89.881,-92.6,13.71,696E392A-6ABF-4A17-B4C3-51548EE16658,36140,42288,31876,65535,123458024,<null>,0,0,0
5194,b00000871_21i4tk_20150326_084851,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000871_21i4tk_20150326_084851e.jpg,2015-03-26T08:48:52,2,37.50727,-121.81048,13.6,0,-0.012,-1.154,0.144,0.094,0.631,-0.605,1,4014,2,176.5,1.2,13.04,1.82,2,1.25,1.75,1,1.151,87.949,-92.66,7.5014,CA1B2540-0649-4A92-AB2C-70CE466B443E,37237,48647,39444,65535,123458024,<null>,0,0,0
5182,b00000872_21i4tk_20150326_084915,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000872_21i4tk_20150326_084915e.jpg,2015-03-26T08:49:16,2,37.50732,-121.81088,13.6,0,0.168,-0.735,-0.01,0.106,0.634,-0.552,1,4014,2,178.3,1.2,10.43,1.81,2,1.25,1.75,1,1.245,89.253,-91.38,11.244,38384C3A-30BC-4D8D-AA41-502B1DF2582C,29335,34342,25469,65535,123458024,<null>,0,0,0
5188,b00000873_21i4tk_20150326_084939,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000873_21i4tk_20150326_084939e.jpg,2015-03-26T08:49:39,2,37.50733,-121.81128,13.6,0,0.18,-1.535,-0.349,0.09,0.64,-0.577,1,4014,2,176.3,1.4,10.49,1.74,2,1.25,1.75,1,1.183,90.587,-88.62,7.648,8859CA79-B5A6-4118-805F-5DBFA33F1B17,26709,31840,25214,65535,123458024,<null>,0,0,0
5205,b00000874_21i4tk_20150326_085004,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000874_21i4tk_20150326_085004e.jpg,2015-03-26T08:50:05,2,37.50726,-121.8117,13.6,0,0.054,-1.085,0.014,0.06,0.64,-0.637,1,4014,2,175,0.9,9.59,1.77,5,4.25,1.75,1,1.526,89.949,-89.68,2.6633,5B22BF82-E237-4DA1-A208-C06DB4F70906,13772,14633,10916,29247,123458024,<null>,0,0,0
5198,b00000875_21i4tk_20150326_085029,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000875_21i4tk_20150326_085029e.jpg,2015-03-26T08:50:29,2,37.50707,-121.81208,13.6,0,-0.187,-0.993,0.02,-0.001,0.624,-0.733,1,4014,2,175.5,1,7.21,1.87,5,5.5,1.781,1,1.433,89.299,-89.62,358.37,0C8950F2-0FCD-4199-9CCB-B784F9D06E21,11646,17137,17697,42580,123458024,<null>,0,0,0
5186,b00000876_21i4tk_20150326_085053,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000876_21i4tk_20150326_085053e.jpg,2015-03-26T08:50:53,2,37.50693,-121.81244,13.6,0,0.001,-0.422,0.121,-0.058,0.634,-0.735,1,4014,2,174.9,1.3,13.86,2.06,5,1.81,1.781,1,1.558,89.647,-88.67,0.97,3FEE468B-58BF-4059-AD3A-27D369287309,12100,13893,10612,27372,123458024,<null>,0,0,0
5192,b00000877_21i4tk_20150326_085116,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000877_21i4tk_20150326_085116e.jpg,2015-03-26T08:51:16,2,37.50675,-121.81271,13.6,0,-0.032,-0.585,-0.048,-0.045,0.625,-0.76,1,4014,2,174.9,1.3,11.21,2.17,4,1.25,1.719,1,1.558,89.625,-88.97,0.6804,2AB4DC10-B254-4DBB-966C-2894A96F1141,12080,12230,8575,22761,123458024,<null>,0,0,0
5209,b00000878_21i4tk_20150326_085139,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000878_21i4tk_20150326_085139e.jpg,2015-03-26T08:51:39,2,37.50651,-121.81298,13.6,0,0.241,-1.199,0.081,-0.094,0.648,-0.742,1,4014,2,173.8,1.4,8.58,2.23,2,1.25,1.656,1,1.37,89.66,-89.43,353.94,3834FB95-EFA6-41C2-97DA-E28B37BB611B,22572,26231,19730,53778,123458024,<null>,0,0,0
5202,b00000879_21i4tk_20150326_085204,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000879_21i4tk_20150326_085204e.jpg,2015-03-26T08:52:05,2,37.50623,-121.81319,11.8,0,-0.355,-1.73,-0.062,-0.146,0.64,-0.767,1,4014,2,172.4,0.9,11.95,2.35,5,2.5,1.719,1,1.464,87.207,-90.44,350.02,D47455B6-25DF-406D-A8E1-56B3365D0283,16100,17373,13578,32233,123458024,<null>,0,0,0
5190,b00000880_21i4tk_20150326_085229,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000880_21i4tk_20150326_085229e.jpg,2015-03-26T08:52:29,2,37.50593,-121.81345,11.8,0,-0.114,-1.065,0.032,-0.107,0.633,-0.767,1,4014,2,172.2,1.4,11,2.27,5,8,1.875,1,1.12,89.464,-92.97,351.36,0FC081CF-052A-4F3A-86CF-02AD0FD2BB54,3040,4645,4810,11126,123458024,<null>,0,0,0
5196,b00000881_21i4tk_20150326_085254,26031136-5623-4593-8339-44667EF0DBAA,/images/2015-03-26/b00000881_21i4tk_20150326_085254e.jpg,2015-03-26T08:52:55,2,37.50584,-121.8138,11.8,0,-0.229,-0.861,0.006,-0.052,0.645,-0.717,1,4014,2,170.4,1.4,6.87,2.1,5,2.63,1.844,1,1.37,90.736,-91.83,1.1136,BD113BD6-6E0C-44DE-A2FA-7AA781240E8B,11325,15146,14312,35738,123458024,<null>,0,0,0
